product,course_id,course_title,order_created_date,country,total_invoice_amount,refund_invoice_amount
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-01,australia,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-01,netherlands,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-01,russia,6,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-01,türkiye,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-02,lithuania,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-02,russia,18,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-03,france,1,1
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-03,germany,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-03,netherlands,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-03,russia,11,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-03,thailand,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-04,denmark,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-04,germany,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-04,netherlands,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-04,russia,12,1
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-05,finland,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-05,georgia,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-05,netherlands,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-05,russia,18,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-05,switzerland,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-05,united kingdom,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-06,germany,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-06,kazakhstan,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-06,latvia,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-06,russia,20,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-07,austria,3,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-07,belarus,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-07,canada,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-07,france,4,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-07,germany,3,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-07,israel,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-07,italy,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-07,kazakhstan,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-07,russia,13,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-07,united arab emirates,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-07,united states,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-08,armenia,3,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-08,belarus,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-08,belgium,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-08,germany,5,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-08,israel,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-08,kazakhstan,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-08,latvia,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-08,russia,31,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-08,singapore,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-08,united states,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-09,bulgaria,1,1
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-09,germany,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-09,netherlands,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-09,poland,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-09,russia,10,1
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-09,united states,3,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-09,uzbekistan,1,1
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-10,belarus,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-10,canada,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-10,estonia,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-10,israel,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-10,italy,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-10,kazakhstan,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-10,netherlands,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-10,russia,19,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-10,sweden,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-10,türkiye,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-11,austria,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-11,belarus,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-11,estonia,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-11,france,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-11,germany,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-11,israel,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-11,kazakhstan,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-11,latvia,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-11,russia,30,2
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-12,bulgaria,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-12,georgia,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-12,germany,3,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-12,israel,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-12,italy,4,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-12,moldova,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-12,poland,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-12,russia,29,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-12,united states,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-13,belarus,1,1
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-13,czechia,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-13,kazakhstan,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-13,russia,8,2
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-14,kazakhstan,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-14,netherlands,1,1
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-14,russia,11,1
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-14,south korea,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-14,türkiye,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-14,united states,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-15,canada,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-15,estonia,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-15,germany,4,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-15,israel,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-15,lithuania,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-15,netherlands,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-15,russia,8,1
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-15,united kingdom,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-15,united states,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-16,france,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-16,kazakhstan,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-16,russia,9,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-16,thailand,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-16,türkiye,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-16,united states,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-17,russia,11,2
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-17,sweden,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-18,estonia,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-18,france,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-18,germany,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-18,italy,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-18,russia,14,1
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-18,united states,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-19,austria,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-19,germany,4,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-19,russia,10,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-19,united states,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-20,china,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-20,italy,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-20,kazakhstan,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-20,russia,7,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-20,uzbekistan,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-21,germany,3,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-21,ireland,1,1
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-21,italy,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-21,kazakhstan,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-21,mexico,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-21,poland,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-21,russia,10,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-21,sweden,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-21,united states,5,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-22,israel,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-22,latvia,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-22,russia,13,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-22,spain,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-22,sri lanka,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-22,thailand,3,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-23,germany,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-23,israel,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-23,netherlands,1,1
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-23,russia,10,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-23,united kingdom,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-24,belgium,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-24,russia,3,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-24,türkiye,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-24,united states,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-25,austria,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-25,belarus,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-25,canada,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-25,czechia,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-25,germany,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-25,kazakhstan,3,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-25,russia,15,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-25,ukraine,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-26,indonesia,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-26,russia,20,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-26,ukraine,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-27,algeria,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-27,france,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-27,germany,5,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-27,kazakhstan,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-27,netherlands,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-27,russia,6,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-27,united states,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-28,canada,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-28,germany,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-28,israel,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-28,kazakhstan,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-28,kyrgyzstan,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-28,norway,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-28,russia,14,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-28,united kingdom,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-28,united states,4,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-29,belarus,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-29,france,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-29,germany,8,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-29,ireland,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-29,latvia,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-29,russia,15,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-29,türkiye,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-29,united kingdom,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-29,united states,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-30,france,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-30,russia,13,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-30,türkiye,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-31,finland,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-31,france,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-31,georgia,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-31,germany,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-31,israel,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-31,russia,24,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-31,saudi arabia,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-01-31,united states,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-01,finland,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-01,germany,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-01,italy,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-01,netherlands,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-01,russia,14,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-01,uzbekistan,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-02,germany,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-02,kazakhstan,4,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-02,russia,7,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-02,türkiye,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-02,united states,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-03,belarus,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-03,kazakhstan,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-03,poland,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-03,russia,8,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-03,sweden,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-04,canada,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-04,georgia,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-04,russia,6,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-04,serbia,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-04,united states,5,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-05,france,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-05,kazakhstan,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-06,belarus,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-06,canada,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-06,cyprus,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-06,germany,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-06,kazakhstan,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-06,russia,7,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-06,ukraine,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-06,united states,4,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-07,austria,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-07,russia,15,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-07,slovakia,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-07,spain,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-07,united states,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-08,estonia,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-08,france,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-08,italy,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-08,russia,8,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-09,israel,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-09,poland,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-09,russia,7,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-10,russia,3,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-11,netherlands,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-11,russia,8,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-11,türkiye,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-12,belgium,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-12,cyprus,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-12,germany,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-12,moldova,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-12,norway,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-12,russia,11,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-12,switzerland,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-12,united states,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-13,azerbaijan,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-13,dominican republic,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-14,germany,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-14,russia,3,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-14,united kingdom,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-15,russia,6,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-16,norway,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-16,russia,4,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-17,israel,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-17,russia,3,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-18,russia,4,0
club,148,SUPER Лицо. Перезагрузка,2023-02-20,ireland,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-20,hungary,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-20,italy,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-20,poland,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-20,russia,12,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-20,united kingdom,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-21,kazakhstan,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-21,latvia,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-21,russia,7,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-22,netherlands,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-22,russia,6,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-23,germany,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-23,russia,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-23,türkiye,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-24,indonesia,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-24,kazakhstan,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-24,portugal,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-24,russia,8,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-25,austria,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-25,kazakhstan,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-25,russia,6,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-26,ireland,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-26,russia,5,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-27,belarus,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-27,germany,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-27,israel,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-27,luxembourg,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-27,russia,10,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-27,switzerland,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-27,united states,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-28,azerbaijan,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-28,georgia,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-28,germany,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-28,israel,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-28,russia,25,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-02-28,united kingdom,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-01,france,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-01,russia,6,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-01,sweden,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-02,germany,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-02,netherlands,2,1
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-02,russia,6,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-02,united states,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-03,germany,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-03,russia,14,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-03,united states,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-05,germany,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-05,russia,14,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-06,germany,3,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-06,russia,7,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-07,russia,7,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-08,armenia,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-08,canada,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-08,france,4,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-08,georgia,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-08,germany,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-08,kazakhstan,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-08,russia,13,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-08,ukraine,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-09,finland,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-09,germany,3,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-09,israel,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-09,norway,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-09,russia,8,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-09,spain,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-09,switzerland,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-09,united states,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-10,belarus,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-10,denmark,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-10,france,4,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-10,japan,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-10,kazakhstan,3,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-10,russia,7,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-10,spain,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-10,united states,4,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-11,belgium,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-11,bulgaria,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-11,croatia,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-11,kyrgyzstan,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-11,portugal,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-11,russia,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-11,spain,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-11,united states,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-12,belarus,1,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-12,kazakhstan,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-12,russia,6,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-13,russia,9,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-14,germany,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-14,russia,2,0
club,188,Женский клуб Я/Мы SUPER Лицо,2023-03-15,kazakhstan,1,0
