,Year,Quarter,Month,Employee,Cost Object,Paid FTE,Salary,Overhead,Total Expenses
12,2010,Q3,8,Employee 15,::DC/GO/CIS/BY/Minsk,0.5000000000000001,525.0,338.25839999999994,863.2583999999999
13,2010,Q3,8,Employee 17,::DC/GO/CIS/BY/Minsk,0.9999998547057432,700.0,676.5167,1376.5167000000001
14,2010,Q3,8,Employee 53,::DC/GO/CIS/BY/Minsk,0.5000000467338855,375.0,338.25840000000005,713.2584
15,2010,Q3,8,Employee 73,::DC/GO/CIS/BY/Minsk,0.5,250.0,338.25829999999996,588.2583
16,2010,Q3,9,Employee 15,::DC/GO/CIS/BY/Minsk,0.4999964421950515,525.0,307.0250999999999,832.0250999999998
17,2010,Q3,9,Employee 17,::DC/GO/CIS/BY/Minsk,1.0,700.0,614.0500999999999,1314.0501
18,2010,Q3,9,Employee 53,::DC/GO/CIS/BY/Minsk,0.5,375.0,307.0248999999999,682.0248999999999
19,2010,Q3,9,Employee 73,::DC/GO/CIS/BY/Minsk,0.5,375.0,307.0249,682.0249
20,2010,Q4,10,Employee 15,::DC/GO/CIS/BY/Minsk,0.4999955977567853,525.0,318.61469999999997,843.6147
21,2010,Q4,10,Employee 17,::DC/GO/CIS/BY/Minsk,1.0,700.0,637.2293,1337.2293
22,2010,Q4,10,Employee 53,::DC/GO/CIS/BY/Minsk,0.5,375.0,318.6146,693.6146
23,2010,Q4,10,Employee 73,::DC/GO/CIS/BY/Minsk,0.5,375.0,318.6146,693.6146
24,2010,Q4,11,Employee 15,::DC/GO/CIS/BY/Minsk,0.5000006331202024,525.0,294.8258000000001,819.8258000000001
25,2010,Q4,11,Employee 17,::DC/GO/CIS/BY/Minsk,1.0,700.0,589.6518000000001,1289.6518
26,2010,Q4,11,Employee 53,::DC/GO/CIS/BY/Minsk,0.5,375.0,294.82590000000005,669.8259
27,2010,Q4,11,Employee 73,::DC/GO/CIS/BY/Minsk,0.5,375.0,294.82590000000005,669.8259
28,2010,Q1,3,Employee 78,::DC/GO/CIS/BY/Minsk,0.4739884640196181,426.5896,249.68249999999998,676.2720999999999
29,2010,Q1,3,Employee 95,::DC/GO/CIS/BY/Minsk,0.3977272727272727,278.4091,209.51039999999995,487.91949999999997
30,2010,Q2,4,Employee 1,::DC/GO/CIS/BY/Minsk,1.0,700.0,677.8367000000001,1377.8367
31,2010,Q2,4,Employee 62,::DC/GO/CIS/BY/Minsk,1.0,900.0,677.8366999999998,1577.8366999999998
32,2010,Q2,4,Employee 78,::DC/GO/CIS/BY/Minsk,1.000000061664998,900.0001,677.8367,1577.8368
33,2010,Q2,4,Employee 95,::DC/GO/CIS/BY/Minsk,1.0,700.0,677.8366999999998,1377.8366999999998
34,2010,Q2,5,Employee 40,::DC/GO/CIS/BY/Minsk,0.09090912244172031,100.0,57.2555,157.25549999999998
35,2010,Q2,5,Employee 62,::DC/GO/CIS/BY/Minsk,1.0000000883345257,900.0001,629.8111000000001,1529.8112
36,2010,Q2,5,Employee 78,::DC/GO/CIS/BY/Minsk,0.9393939286974319,845.4546,591.6407000000003,1437.0953000000002
37,2010,Q2,5,Employee 95,::DC/GO/CIS/BY/Minsk,0.9999998947218927,700.0,629.8109999999999,1329.811
38,2010,Q2,5,Employee 96,::DC/GO/CIS/BY/Minsk,1.0000000290522464,900.0,629.8109999999999,1529.8110000000001
39,2010,Q2,5,Employee 97,::DC/GO/CIS/BY/Minsk,0.945945951425097,804.054,595.7673,1399.8213
40,2010,Q2,6,Employee 1,::DC/GO/CIS/BY/Minsk,0.4210525807768818,294.7369,272.3436,567.0805
41,2010,Q2,6,Employee 40,::DC/GO/CIS/BY/Minsk,0.9999999927839928,1100.0,646.8166999999999,1746.8166999999999
42,2010,Q2,6,Employee 62,::DC/GO/CIS/BY/Minsk,0.9999999482808717,900.0,646.8164,1546.8164
43,2010,Q2,6,Employee 78,::DC/GO/CIS/BY/Minsk,0.908088258111375,817.2793999999999,587.3668,1404.6462000000001
44,2010,Q2,6,Employee 95,::DC/GO/CIS/BY/Minsk,1.0,700.0,646.8168000000001,1346.8168
45,2010,Q2,6,Employee 96,::DC/GO/CIS/BY/Minsk,0.9999999870702215,900.0,646.8169000000003,1546.8169000000003
46,2010,Q2,6,Employee 97,::DC/GO/CIS/BY/Minsk,1.0,850.0,646.8167999999998,1496.8167999999998
47,2010,Q3,7,Employee 1,::DC/GO/CIS/BY/Minsk,1.0,900.0,609.6206999999999,1509.6207
48,2010,Q3,7,Employee 50,::DC/GO/CIS/BY/Minsk,0.9879518814516566,889.1567,602.2760000000002,1491.4327000000003
49,2010,Q3,7,Employee 62,::DC/GO/CIS/BY/Minsk,0.9999999242950708,900.0,609.6204,1509.6204
50,2010,Q3,7,Employee 78,::DC/GO/CIS/BY/Minsk,1.0,1000.0,609.6206999999999,1609.6207
51,2010,Q3,7,Employee 95,::DC/GO/CIS/BY/Minsk,1.0,950.0001,609.6206999999997,1559.6207999999997
